	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																																
TIGR03225	1.996305776	-2.021608838	3.108787753	-0.650288472	0.515505902	0.999533006	Energy metabolism	Other	benzo_boxB	"benzoyl-CoA oxygenase, B subunit"	boxB	1.14.12.21	"Members of this protein family are BoxB, the B subunit of benzoyl-CoA oxygenase. This oxygen-requiring enzyme acts in an aerobic pathway of benzoate catabolism via coenzyme A ligation."																									
TIGR00433	0.528333276	-0.312962085	5.227594904	-0.059867318	0.95226131	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	bioB	biotin synthase	bioB	2.8.1.6	Catalyzes the last step of the biotin biosynthesis pathway. All members of the seed alignment are in the immediate gene neighborhood of a bioA gene.																									
TIGR02924	3.704597999	0.120540943	2.190612615	0.055026134	0.956117644	0.999533006	Energy metabolism	TCA cycle	ICDH_alpha	isocitrate dehydrogenase	icd	1.1.1.-	This family of mainly alphaproteobacterial enzymes is a member of the isocitrate/isopropylmalate dehydrogenase superfamily described by PF00180.																									
TIGR02071	1.663689192	1.722636784	2.850364361	0.604356695	0.54560652	0.999533006	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	PBP_1b	penicillin-binding protein 1B	mrcB	NA	"Bacterial that synthesize a cell wall of peptidoglycan (murein) generally have several transglycosylases and transpeptidases for the task. This family consists of a particular bifunctional transglycosylase/transpeptidase in E. coli and other Proteobacteria, designated penicillin-binding protein 1B."																									
TIGR04555	0.372496597	0.223033098	5.502960158	0.040529659	0.967670862	0.999533006	NA	NA	sulfite_DH_soxC	sulfite dehydrogenase	soxC	1.8.2.1	Members of this family are the sulfite dehydrogenase SoxC. All members have a twin-arginine translocation (TAT) signal for secretion of proteins with bound cofactor across the plasma membrane.																									
TIGR01236	3.949159037	-2.886175457	2.568304587	-1.123766811	0.261111965	0.999533006	Energy metabolism	Amino acids and amines	D1pyr5carbox1	"delta-1-pyrroline-5-carboxylate dehydrogenase, group 1"	pruA	1.2.1.88	"This model represents one of two related branches of delta-1-pyrroline-5-carboxylate dehydrogenase. The two branches are not as closely related to each other as some aldehyde dehydrogenases are to this branch, and separate models are built for this reason. The enzyme is the second of two in the degradation of proline to glutamate."																									
TIGR00222	0.570621575	-0.320900089	4.650538547	-0.06900278	0.944987407	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	2.1.2.11	"Members of this family are 3-methyl-2-oxobutanoate hydroxymethyltransferase, the first enzyme of the pantothenate biosynthesis pathway. An alternate name is ketopantoate hydroxymethyltransferase."																									
TIGR00780	0.394510483	0.140078392	5.37214395	0.026074951	0.979197556	0.999533006	Energy metabolism	Electron transport	ccoN	"cytochrome c oxidase, cbb3-type, subunit I"	ccoN	1.9.3.1	"This HMM represents the largest subunit, I, of the ccb3-type cytochrome c oxidase, with two protohemes and copper. Gene symbols ccoN and fixN are synonymous."																									
TIGR03530	0	NA	NA	NA	NA	NA	NA	NA	GldJ_short	gliding motility-associated lipoprotein GldJ	glJ	NA	"Members of this protein family are exclusive to the Bacteroidetes phylum (previously Cytophaga-Flavobacteria-Bacteroides). GldJ is a lipoprotein linked to a type of rapid surface gliding motility found in certain Bacteroidetes, such as Flavobacterium johnsoniae [1]. Knockouts of GldJ abolish the gliding phenotype."																									
TIGR01145	2.56558172	3.496136885	2.351153801	1.486987743	0.137018048	0.999533006	Energy metabolism	ATP-proton motive force interconversion	ATP_synt_delta	"ATP synthase, F1 delta subunit"	atpH	3.6.3.14	"This model describes the ATP synthase delta subunit in bacteria,"																									
TIGR03423	2.862859895	0.661561148	2.33030568	0.283894578	0.776491172	0.999533006	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	pbp2_mrdA	penicillin-binding protein 2	mrdA	NA	"Members of this protein family are penicillin-binding protein 2 (PBP-2), a protein whose gene (designated pbpA or mrdA) generally is found next to the gene for RodA, a protein required for rod (bacillus) shape in many bacteria. PBP-2 acts as a transpeptidase for cell elongation (hence, rod-shape)."																									
TIGR02945	2.499146218	-2.310459027	2.962059132	-0.780017861	0.435380362	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	SUF_assoc	FeS assembly SUF system protein	NA	NA	"Members of this family belong to the broader Pfam family PF01883, or Domain of Unknown Function DUF59. Many members of DUF59 are candidate ring hydroxylating complex subunits. However, members of the narrower family defined here all are found in genomes that carry the FeS assembly SUF system. For 70 % of these species, the member of this protein family is found as part of the SUF locus, usually immediately downstream of the sufS gene."																									
TIGR00528	2.578418845	0.881639016	2.513540536	0.350755837	0.725771531	0.999533006	Energy metabolism	Amino acids and amines	gcvT	glycine cleavage system T protein	gcvT	2.1.2.10	"The glycine cleavage system T protein (GcvT) is also known as aminomethyltransferase (EC 2.1.2.10). It works with the H protein (GcvH), the P protein (GcvP), and lipoamide dehydrogenase. The reported sequence of the member from Aquifex aeolicus starts about 50 residues downstream of the start of other members of the family (perhaps in error); it scores below the trusted cutoff. Eukaryotic forms are mitochondrial and have an N-terminal transit peptide."																									
TIGR01479	0.834788213	-0.833513032	4.063249514	-0.205134592	0.83746697	0.999533006	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GMP_PMI	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	NA	5.3.1.8 2.7.7.13	"This enzyme is known to be bifunctional, as both mannose-6-phosphate isomerase (EC 5.3.1.8) (PMI) and mannose-1-phosphate guanylyltransferase (EC 2.7.7.22) in Pseudomonas aeruginosa, Xanthomonas campestris, and Gluconacetobacter xylinus. The literature on the enzyme from E. coli attributes mannose-6-phosphate isomerase activity to an adjacent gene, but the present sequence has not been shown to lack the activity. The PMI domain is C-terminal."																									
TIGR02095	0.819724217	-0.558723087	4.118221211	-0.135670975	0.892081394	0.999533006	Energy metabolism	Biosynthesis and degradation of polysaccharides	glgA	"glycogen/starch synthase, ADP-glucose type"	glgA	2.4.1.21	"This family consists of glycogen (or starch) synthases that use ADP-glucose (EC 2.4.1.21), rather than UDP-glucose (EC 2.4.1.11) as in animals, as the glucose donor. This enzyme is found in bacteria and plants. Whether the name given is glycogen synthase or starch synthase depends on context, and therefore on substrate."																									
TIGR01793	1.386874849	-1.604987021	3.750371335	-0.427954162	0.668684493	0.999533006	NA	NA	cit_synth_euk	"citrate (Si)-synthase, eukaryotic"	NA	2.3.3.1	"This HMM includes both mitochondrial and peroxisomal forms of citrate synthase. Citrate synthase is the entry point to the TCA cycle from acetyl-CoA. Peroxisomal forms, such as SP:P08679 from yeast (recognized by the C-terminal targeting motif SKL) act in the glyoxylate cycle. Eukaryotic homologs excluded by the high trusted cutoff of this model include a Tetrahymena thermophila citrate synthase that doubles as a filament protein, a putative citrate synthase from Plasmodium falciparum (no TCA cycle), and a methylcitrate synthase from Aspergillus nidulans."																									
TIGR01848	2.07798669	-1.953911893	2.969159318	-0.658069064	0.510493754	0.999533006	Fatty acid and phospholipid metabolism	Biosynthesis	PHA_reg_PhaR	polyhydroxyalkanoate synthesis repressor PhaR	phaR	NA	"Poly-B-hydroxyalkanoates are lipidlike carbon/energy storage polymers found in granular inclusions. PhaR is a regulatory protein found in general near other proteins associated with polyhydroxyalkanoate (PHA) granule biosynthesis and utilization. It is found to be a DNA-binding homotetramer that is also capable of binding short chain hydroxyalkanoic acids and PHA granules. PhaR may regulate the expression of itself, of the phasins that coat granules, and of enzymes that direct carbon flux into polymers stored in granules. The C-terminal region is poorly conserved in this family and is not part of this model.//GO terms added 12/6/04 [SS]"																									
TIGR03074	0.44027773	-0.107680955	5.618133802	-0.019166677	0.984708141	0.999533006	NA	NA	PQQ_membr_DH	"membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family"	NA	1.1.-.-	"This protein family has a phylogenetic distribution very similar to that coenzyme PQQ biosynthesis enzymes, as shown by partial phylogenetic profiling. Members of this family have several predicted transmembrane helices in the N-terminal region, and include the quinoprotein glucose dehydrogenase (EC 1.1.5.2) of Escherichia coli and the quinate/shikimate dehydrogenase of Acinetobacter sp. ADP1 (EC 1.1.99.25). Sequences closely related except for the absense of the N-terminal hydrophobic region, scoring in the gray zone between the trusted and noise cutoffs, include PQQ-dependent glycerol (EC 1.1.99.22) and and other polyol (sugar alcohol) dehydrogenases."																									
TIGR03372	1.641675305	1.769721906	2.862835519	0.618171003	0.536462622	0.999533006	Central intermediary metabolism	Polyamine biosynthesis	putres_am_tran	putrescine aminotransferase	ygjG	2.6.1.82	"Members of this family are putrescine aminotransferase, as found in Escherichia coli, Erwinia carotovora subsp. atroseptica, and closely related species. This pyridoxal phosphate enzyme, as characterized in E. coli, can act also on cadaverine and, more weakly, spermidine."																									
TIGR01958	3.453755883	0.270816641	2.197030811	0.123264835	0.901897386	0.999533006	Energy metabolism	Electron transport	nuoE_fam	"NADH-quinone oxidoreductase, E subunit"	nuoE	NA	This HMM describes the E chain of complexes that resemble																									
TIGR00054	2.551863355	-2.313235072	2.81294924	-0.822352227	0.41087646	0.999533006	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	TIGR00054	RIP metalloprotease RseP	rseP	3.4.24.-	"Members of this nearly universal bacterial protein family are regulated intramembrane proteolysis (RIP) proteases. Older and synonymous gene symbols include yaeL in E. coli, mmpA in Caulobacter crescentus, etc. This family includes a region that hits the PDZ domain, found in a number of proteins targeted to the membrane by binding to a peptide ligand. The N-terminal region of this family contains a perfectly conserved motif HEXGH as found in a number of metalloproteinases, where the Glu is the active site and the His residues coordinate the metal cation. Membership in this family is determined by an HMM built to force a match to the full length of the seed alignment. A model that detects fragments as well matches a number of members of the PEPTIDASE FAMILY S2C. The region of match appears not to overlap the active site domain."																									
TIGR00966	3.460130516	0.109798582	2.30032807	0.047731706	0.961930065	0.999533006	Protein fate	Protein and peptide secretion and trafficking	3a0501s07	protein-export membrane protein SecF	secF	NA	"This bacterial protein is always found with the homologous protein-export membrane protein SecD. In numerous lineages, this protein occurs as a SecDF fusion protein."																									
