gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR01236	40.10965234	-0.437240543	0.274086307	-1.595265917	0.110652784	0.254322931	Energy metabolism	Amino acids and amines	D1pyr5carbox1	"delta-1-pyrroline-5-carboxylate dehydrogenase, group 1"	pruA	1.2.1.88	"This model represents one of two related branches of delta-1-pyrroline-5-carboxylate dehydrogenase. The two branches are not as closely related to each other as some aldehyde dehydrogenases are to this branch, and separate models are built for this reason. The enzyme is the second of two in the degradation of proline to glutamate."
TIGR02770	83.78835091	0.356029786	0.224727354	1.584274368	0.113131296	0.259233	Transport and binding proteins	Cations and iron carrying compounds	nickel_nikD	nickel import ATP-binding protein NikD	nikD	NA	"This family represents the NikD subunit of a multisubunit nickel import ABC transporter complex. Nickel, once imported, may be used in urease and in certain classes of hydrogenase and superoxide dismutase. NikD and NikE are homologous."
TIGR00839	52.81976351	-0.356596508	0.225155391	-1.583779573	0.113243889	0.259233	Energy metabolism	Amino acids and amines	aspA	aspartate ammonia-lyase	aspA	4.3.1.1	"This enzyme, aspartate ammonia-lyase, shows local homology to a number of other lyases, as modeled by Pfam HMM PF00206. Fumarate hydratase scores as high as 570 bits against this model."
TIGR04380	18.04343645	-0.552714464	0.349327582	-1.582223946	0.113598456	0.259523526	Energy metabolism	Sugars	myo_inos_iolG	inositol 2-dehydrogenase	iolG	1.1.1.18	All members of the seed alignment for this model are known or predicted inositol 2-dehydrogenase sequences co-clustered with other enzymes for catabolism of myo-inositol or closely related compounds. Inositol 2-dehydrogenase catalyzes the first step in inositol catabolism. Members of this family may vary somewhat in their ranges of acceptable substrates and some may act on analogs to myo-inositol rather than myo-inositol per se.
TIGR02769	89.17030782	0.407815137	0.258147419	1.579776155	0.114158138	0.260280555	Transport and binding proteins	Cations and iron carrying compounds	nickel_nikE	nickel import ATP-binding protein NikE	nikE	3.6.3.24	"This family represents the NikE subunit of a multisubunit nickel import ABC transporter complex. Nickel, once imported, may be used in urease and in certain classes of hydrogenase and superoxide dismutase."
TIGR01139	120.2047904	0.406443512	0.259653436	1.565330765	0.117505373	0.267377495	Amino acid biosynthesis	Serine family	cysK	cysteine synthase A	cysK	2.5.1.47	This model distinguishes cysteine synthase A (CysK) from cysteine synthase B (CysM). CysM differs in having a broader specificity that also allows the use of thiosulfate to produce cysteine thiosulfonate.
TIGR00337	201.3726814	-0.237659291	0.152146643	-1.562040979	0.118278335	0.268244277	"Purines, pyrimidines, nucleosides, and nucleotides"	Pyrimidine ribonucleotide biosynthesis	PyrG	CTP synthase	pyrG	6.3.4.2	CTP synthase is involved in
TIGR01280	30.8070342	-0.492285852	0.31522282	-1.561707528	0.118356904	0.268244277	DNA metabolism	Degradation of DNA	xseB	"exodeoxyribonuclease VII, small subunit"	xseB	3.1.11.6	This protein is the small subunit for exodeoxyribonuclease VII. Exodeoxyribonuclease VII is made of a complex of four small subunits to one large subunit. The complex degrades single-stranded DNA into large acid-insoluble oligonucleotides. These nucleotides are then degraded further into acid-soluble oligonucleotides.
TIGR00520	14.97438294	-0.859715715	0.553276279	-1.553863318	0.120217023	0.271919457	Energy metabolism	Amino acids and amines	asnASE_II	"L-asparaginase, type II"	NA	"Two related families of asparaginase (L-asparagine amidohydrolase, EC 3.5.1.1) are designated type I and type II according to the terminology in E. coli, which has both: L-asparaginase I is a low-affinity enzyme found in the cytoplasm, while L-asparaginase II is a high-affinity periplasmic enzyme synthesized with a cleavable signal sequence. This model describes L-asparaginases related to type II of E. coli."	"Two related families of asparaginase (L-asparagine amidohydrolase, EC 3.5.1.1) are designated type I and type II according to the terminology in E. coli, which has both: L-asparaginase I is a low-affinity enzyme found in the cytoplasm, while L-asparaginase II is a high-affinity periplasmic enzyme synthesized with a cleavable signal sequence. This model describes L-asparaginases related to type II of E. coli."
TIGR00070	12.12973248	-0.561453184	0.362542177	-1.548656183	0.121464392	0.274196846	Amino acid biosynthesis	Histidine family	hisG	ATP phosphoribosyltransferase	hisG	2.4.2.17	"Members of this family from B. subtilis, Aquifex aeolicus, and Synechocystis PCC6803 (and related taxa) lack the C-terminal third of the sequence. The sole homolog from Archaeoglobus fulgidus lacks the N-terminal 50 residues (as reported) and is otherwise atypical of the rest of the family."
TIGR01365	16.09752351	0.773292904	0.500102729	1.546268116	0.122039829	0.274222287	Amino acid biosynthesis	Serine family	serC_2	"phosphoserine aminotransferase, Methanosarcina type"	NA	2.6.1.52	"This HMM represents a variant form of the serine biosynthesis enzyme phosphoserine aminotransferase, as found in a small number of distantly related species, including Caulobacter crescentus, Mesorhizobium loti, and the archaeon Methanosarcina barkeri."
TIGR01225	19.44769957	0.549418195	0.355468722	1.545616144	0.1221973	0.274222287	Energy metabolism	Amino acids and amines	hutH	histidine ammonia-lyase	hutH	4.3.1.3	"This enzyme deaminates histidine to urocanic acid, the first step in histidine degradation. It is closely related to phenylalanine ammonia-lyase."
TIGR00127	75.35472878	-0.622808487	0.402501616	-1.547344066	0.121780301	0.274222287	Energy metabolism	TCA cycle	nadp_idh_euk	"isocitrate dehydrogenase, NADP-dependent, eukaryotic type"	NA	1.1.1.42	"This model describes a eukaryotic, NADP-dependent form of isocitrate dehydrogenase. These eukaryotic enzymes differ considerably from a fairly tight cluster that includes all other related isocitrate dehydrogenases, 3-isopropylmalate dehydrogenases, and tartrate dehydrogenases. Several NAD- or NADP-dependent dehydrogenases, including 3-isopropylmalate dehydrogenase, tartrate dehydrogenase, and the multimeric forms of isocitrate dehydrogenase, share a nucleotide binding domain unrelated to that of lactate dehydrogenase and its homologs. These enzymes dehydrogenate their substates at a H-C-OH site adjacent to a H-C-COOH site; the latter carbon, now adjacent to a carbonyl group, readily decarboxylates. This model does not discriminate cytosolic, mitochondrial, and chloroplast proteins. However, the model starts very near the amino end of the cytosolic form; the finding of additional amino-terminal sequence may indicate a transit peptide."
TIGR00408	34.1302031	-0.44437956	0.287798236	-1.544066308	0.12257227	0.274523355	Protein synthesis	tRNA aminoacylation	proS_fam_I	"prolyl-tRNA synthetase, family I"	proS	6.1.1.15	"Prolyl-tRNA synthetase is a class II tRNA synthetase and is recognized by pfam HMM tRNA-synt_2b, which recognizes tRNA synthetases for Gly, His, Ser, and Pro. The prolyl-tRNA synthetases are divided into two widely divergent families. This family includes the archaeal enzyme, the Pro-specific domain of a human multifunctional tRNA ligase, and the enzyme from the spirochete Borrelia burgdorferi. The other family includes enzymes from Escherichia coli, Bacillus subtilis, Synechocystis PCC6803, and one of the two prolyL-tRNA synthetases of Saccharomyces cerevisiae."
TIGR02797	28.19181518	-0.450616531	0.292437579	-1.540898172	0.123341571	0.275704688	Transport and binding proteins	Cations and iron carrying compounds	exbB	tonB-system energizer ExbB	exbB	NA	"This model describes ExbB proteins, part of the MotA/TolQ/ExbB protein family. The paired proteins MotA and MotB, TolQ and TolR, and ExbB and ExbD harness the proton-motive force to drive the flagellar motor, energize the Tol-Pal system, or energize TonB, respectively. Tol-Pal and TonB are both active at the outer membrane. Genomes may have many different TonB-dependent receptors, of which many of those characterized are involved in siderophore transport across the outer membrane."
TIGR01524	24.5246407	-0.798071274	0.518578332	-1.53895993	0.123814079	0.276219276	Transport and binding proteins	Cations and iron carrying compounds	ATPase-IIIB_Mg	magnesium-translocating P-type ATPase	mgtA	3.6.3.2	"This HMM describes the magnesium translocating P-type ATPase found in a limited number of bacterial species and best described in Salmonella typhimurium, which contains two isoforms [1]. The magnesium ATPases have been classified as type IIIB by a phylogenetic analysis [2]."
TIGR00019	121.8687859	-0.29581921	0.192869523	-1.533778927	0.125084049	0.278507453	Protein synthesis	Translation factors	prfA	peptide chain release factor 1	prfA	NA	"This HMM describes peptide chain release factor 1 (PrfA, RF-1), and excludes the related peptide chain release factor 2 (PrfB, RF-2). RF-1 helps recognize and terminate translation at UAA and UAG stop codons. The mitochondrial release factors are prfA-like, although not included above the trusted cutoff for this model. RF-1 does not have a translational frameshift."
TIGR00114	14.51887589	0.425062487	0.277392978	1.532347684	0.12543666	0.278748134	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	lumazine-synth	"6,7-dimethyl-8-ribityllumazine synthase"	ribH	2.5.1.78	"This enzyme catalyzes the cyclo-ligation of 3,4-dihydroxy-2-butanone-4-P and 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 6,7-dimethyl-8-ribityllumazine, the immediate precursor of riboflavin. Archaeal members of this family are considered putative, although included in the seed and scoring above the trusted cutoff."
TIGR00888	16.69018892	0.432590921	0.283828927	1.524125557	0.12747735	0.282182871	"Purines, pyrimidines, nucleosides, and nucleotides"	Purine ribonucleotide biosynthesis	guaA_Nterm	"GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit"	guaA	6.3.5.2	"This protein of purine de novo biosynthesis is well-conserved. However, it appears to split into two separate polypeptide chains in most of the Archaea. This N-terminal region would be the smaller subunit."
TIGR02142	101.8521565	0.397557444	0.260685071	1.525048759	0.127246937	0.282182871	Transport and binding proteins	Anions	modC_ABC	"molybdenum ABC transporter, ATP-binding protein"	modC	3.6.3.29	"This HMM represents the ATP-binding cassette (ABC) protein of the three subunit molybdate ABC transporter. The three proteins of this complex are homologous to proteins of the sulfate ABC transporter. Molybdenum may be used in nitrogenases of nitrogen-fixing bacteria and in molybdopterin cofactors. In some cases, molybdate may be transported by a sulfate transporter rather than by a specific molybdate transporter."
TIGR00553	13.68763861	0.424229302	0.278882528	1.521175617	0.128215773	0.282517269	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	pabB	"aminodeoxychorismate synthase, component I, bacterial clade"	pabB	2.6.1.85	"Members of this family, aminodeoxychorismate synthase, component I (PabB), were designated para-aminobenzoate synthase component I until it was recognized that PabC, a lyase, completes the pathway of PABA synthesis. This family is closely related to anthranilate synthase component I (trpE), and both act on chorismate. The clade of PabB enzymes represented by this model includes sequences from Gram-positive and alpha and gamma Proteobacteria as well as Chlorobium, Nostoc, Fusobacterium and Arabidopsis."
TIGR01088	19.00554293	0.383147407	0.251885246	1.521118895	0.128230004	0.282517269	Amino acid biosynthesis	Aromatic amino acid family	aroQ	"3-dehydroquinate dehydratase, type II"	aroQ	4.2.1.10	"This HMM specifies the type II enzyme. The type I enzyme, often found as part of a multifunctional protein, is described by TIGR01093."
TIGR00858	49.79073712	-0.478738094	0.314844589	-1.520553665	0.128371882	0.282517269	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	bioF	8-amino-7-oxononanoate synthase	bioF	2.3.1.47	"7-keto-8-aminopelargonic acid synthetase is an alternate name. This model represents 8-amino-7-oxononanoate synthase, the BioF protein of biotin biosynthesis. This model is based on a careful phylogenetic analysis to separate members of this family from 2-amino-3-ketobutyrate and other related pyridoxal phosphate-dependent enzymes. In several species, including Staphylococcus and Coxiella, a candidate 8-amino-7-oxononanoate synthase is confirmed by location in the midst of a biotin biosynthesis operon but scores below the trusted cutoff of this model."
