	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																															
TIGR04555	50.54154374	-1.870230033	0.417805691	-4.476315357	7.59E-06	0.000128649	NA	NA	sulfite_DH_soxC	sulfite dehydrogenase	soxC	1.8.2.1	Members of this family are the sulfite dehydrogenase SoxC. All members have a twin-arginine translocation (TAT) signal for secretion of proteins with bound cofactor across the plasma membrane.																								
TIGR01236	59.67195367	-1.051212787	0.320045756	-3.284570308	0.00102138	0.006199286	Energy metabolism	Amino acids and amines	D1pyr5carbox1	"delta-1-pyrroline-5-carboxylate dehydrogenase, group 1"	pruA	1.2.1.88	"This model represents one of two related branches of delta-1-pyrroline-5-carboxylate dehydrogenase. The two branches are not as closely related to each other as some aldehyde dehydrogenases are to this branch, and separate models are built for this reason. The enzyme is the second of two in the degradation of proline to glutamate."																								
TIGR00222	53.91637102	-0.647671001	0.28439745	-2.277344617	0.022765655	0.073406301	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	2.1.2.11	"Members of this family are 3-methyl-2-oxobutanoate hydroxymethyltransferase, the first enzyme of the pantothenate biosynthesis pathway. An alternate name is ketopantoate hydroxymethyltransferase."																								
TIGR00780	31.5469759	2.293801727	0.626357897	3.6621263	0.00025013	0.002027844	Energy metabolism	Electron transport	ccoN	"cytochrome c oxidase, cbb3-type, subunit I"	ccoN	1.9.3.1	"This HMM represents the largest subunit, I, of the ccb3-type cytochrome c oxidase, with two protohemes and copper. Gene symbols ccoN and fixN are synonymous."																								
TIGR03530	89.86236005	-3.155855383	0.608195497	-5.188883174	2.12E-07	6.32E-06	NA	NA	GldJ_short	gliding motility-associated lipoprotein GldJ	glJ	NA	"Members of this protein family are exclusive to the Bacteroidetes phylum (previously Cytophaga-Flavobacteria-Bacteroides). GldJ is a lipoprotein linked to a type of rapid surface gliding motility found in certain Bacteroidetes, such as Flavobacterium johnsoniae [1]. Knockouts of GldJ abolish the gliding phenotype."																								
TIGR01145	69.61507162	1.823503628	0.415827306	4.38524263	1.16E-05	0.000180133	Energy metabolism	ATP-proton motive force interconversion	ATP_synt_delta	"ATP synthase, F1 delta subunit"	atpH	3.6.3.14	"This model describes the ATP synthase delta subunit in bacteria,"																								
TIGR03423	53.36642685	0.166147735	0.229518399	0.723897237	0.469128827	0.648552032	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	pbp2_mrdA	penicillin-binding protein 2	mrdA	NA	"Members of this protein family are penicillin-binding protein 2 (PBP-2), a protein whose gene (designated pbpA or mrdA) generally is found next to the gene for RodA, a protein required for rod (bacillus) shape in many bacteria. PBP-2 acts as a transpeptidase for cell elongation (hence, rod-shape)."																								
TIGR02945	45.06121805	-0.058534201	0.314884754	-0.185890871	0.852530341	0.922423201	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	SUF_assoc	FeS assembly SUF system protein	NA	NA	"Members of this family belong to the broader Pfam family PF01883, or Domain of Unknown Function DUF59. Many members of DUF59 are candidate ring hydroxylating complex subunits. However, members of the narrower family defined here all are found in genomes that carry the FeS assembly SUF system. For 70 % of these species, the member of this protein family is found as part of the SUF locus, usually immediately downstream of the sufS gene."																								
TIGR00528	60.54236877	-0.502193386	0.219113161	-2.291936197	0.021909325	0.071663066	Energy metabolism	Amino acids and amines	gcvT	glycine cleavage system T protein	gcvT	2.1.2.10	"The glycine cleavage system T protein (GcvT) is also known as aminomethyltransferase (EC 2.1.2.10). It works with the H protein (GcvH), the P protein (GcvP), and lipoamide dehydrogenase. The reported sequence of the member from Aquifex aeolicus starts about 50 residues downstream of the start of other members of the family (perhaps in error); it scores below the trusted cutoff. Eukaryotic forms are mitochondrial and have an N-terminal transit peptide."																								
TIGR01479	68.47655143	1.065363802	0.271012932	3.93104415	8.46E-05	0.000842068	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GMP_PMI	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	NA	5.3.1.8 2.7.7.13	"This enzyme is known to be bifunctional, as both mannose-6-phosphate isomerase (EC 5.3.1.8) (PMI) and mannose-1-phosphate guanylyltransferase (EC 2.7.7.22) in Pseudomonas aeruginosa, Xanthomonas campestris, and Gluconacetobacter xylinus. The literature on the enzyme from E. coli attributes mannose-6-phosphate isomerase activity to an adjacent gene, but the present sequence has not been shown to lack the activity. The PMI domain is C-terminal."																								
TIGR02095	58.46190792	-0.221910773	0.408535771	-0.543185662	0.587001977	0.744410329	Energy metabolism	Biosynthesis and degradation of polysaccharides	glgA	"glycogen/starch synthase, ADP-glucose type"	glgA	2.4.1.21	"This family consists of glycogen (or starch) synthases that use ADP-glucose (EC 2.4.1.21), rather than UDP-glucose (EC 2.4.1.11) as in animals, as the glucose donor. This enzyme is found in bacteria and plants. Whether the name given is glycogen synthase or starch synthase depends on context, and therefore on substrate."																								
TIGR01793	62.83704607	-1.347334275	0.641526217	-2.100201425	0.035711126	0.102096041	NA	NA	cit_synth_euk	"citrate (Si)-synthase, eukaryotic"	NA	2.3.3.1	"This HMM includes both mitochondrial and peroxisomal forms of citrate synthase. Citrate synthase is the entry point to the TCA cycle from acetyl-CoA. Peroxisomal forms, such as SP:P08679 from yeast (recognized by the C-terminal targeting motif SKL) act in the glyoxylate cycle. Eukaryotic homologs excluded by the high trusted cutoff of this model include a Tetrahymena thermophila citrate synthase that doubles as a filament protein, a putative citrate synthase from Plasmodium falciparum (no TCA cycle), and a methylcitrate synthase from Aspergillus nidulans."																								
TIGR01848	52.66015066	-0.232210503	0.27757434	-0.836570495	0.402834036	0.584675999	Fatty acid and phospholipid metabolism	Biosynthesis	PHA_reg_PhaR	polyhydroxyalkanoate synthesis repressor PhaR	phaR	NA	"Poly-B-hydroxyalkanoates are lipidlike carbon/energy storage polymers found in granular inclusions. PhaR is a regulatory protein found in general near other proteins associated with polyhydroxyalkanoate (PHA) granule biosynthesis and utilization. It is found to be a DNA-binding homotetramer that is also capable of binding short chain hydroxyalkanoic acids and PHA granules. PhaR may regulate the expression of itself, of the phasins that coat granules, and of enzymes that direct carbon flux into polymers stored in granules. The C-terminal region is poorly conserved in this family and is not part of this model.//GO terms added 12/6/04 [SS]"																								
TIGR03074	72.4163394	1.22442833	0.466605798	2.624117264	0.008687387	0.034346524	NA	NA	PQQ_membr_DH	"membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family"	NA	1.1.-.-	"This protein family has a phylogenetic distribution very similar to that coenzyme PQQ biosynthesis enzymes, as shown by partial phylogenetic profiling. Members of this family have several predicted transmembrane helices in the N-terminal region, and include the quinoprotein glucose dehydrogenase (EC 1.1.5.2) of Escherichia coli and the quinate/shikimate dehydrogenase of Acinetobacter sp. ADP1 (EC 1.1.99.25). Sequences closely related except for the absense of the N-terminal hydrophobic region, scoring in the gray zone between the trusted and noise cutoffs, include PQQ-dependent glycerol (EC 1.1.99.22) and and other polyol (sugar alcohol) dehydrogenases."																								
TIGR03372	40.44933969	0.535801235	0.269061205	1.991373059	0.046439889	0.124036534	Central intermediary metabolism	Polyamine biosynthesis	putres_am_tran	putrescine aminotransferase	ygjG	2.6.1.82	"Members of this family are putrescine aminotransferase, as found in Escherichia coli, Erwinia carotovora subsp. atroseptica, and closely related species. This pyridoxal phosphate enzyme, as characterized in E. coli, can act also on cadaverine and, more weakly, spermidine."																								
TIGR01958	60.93966028	-0.72165273	0.219531568	-3.287238991	0.001011749	0.006173847	Energy metabolism	Electron transport	nuoE_fam	"NADH-quinone oxidoreductase, E subunit"	nuoE	NA	This HMM describes the E chain of complexes that resemble																								
TIGR00054	59.03332853	0.422586009	0.316862738	1.33365637	0.1823165	0.341605274	Protein fate	"Degradation of proteins, peptides, and glycopeptides"	TIGR00054	RIP metalloprotease RseP	rseP	3.4.24.-	"Members of this nearly universal bacterial protein family are regulated intramembrane proteolysis (RIP) proteases. Older and synonymous gene symbols include yaeL in E. coli, mmpA in Caulobacter crescentus, etc. This family includes a region that hits the PDZ domain, found in a number of proteins targeted to the membrane by binding to a peptide ligand. The N-terminal region of this family contains a perfectly conserved motif HEXGH as found in a number of metalloproteinases, where the Glu is the active site and the His residues coordinate the metal cation. Membership in this family is determined by an HMM built to force a match to the full length of the seed alignment. A model that detects fragments as well matches a number of members of the PEPTIDASE FAMILY S2C. The region of match appears not to overlap the active site domain."																								
TIGR00966	48.86539116	-0.655247826	0.266760908	-2.456311273	0.014037151	0.049325593	Protein fate	Protein and peptide secretion and trafficking	3a0501s07	protein-export membrane protein SecF	secF	NA	"This bacterial protein is always found with the homologous protein-export membrane protein SecD. In numerous lineages, this protein occurs as a SecDF fusion protein."																								
TIGR02950	37.2801763	-0.879321003	0.435641001	-2.018453269	0.043544076	0.118560454	NA	NA	SigM_subfam	"RNA polymerase sigma factor, SigM family"	NA	NA	This family of RNA polymerase sigma factors is a member of the Sigma-70 subfamily (TIGR02937) and is restricted to certain lineages of the order Bacillales.																								
TIGR03540	43.34613338	-0.017883097	0.262416229	-0.068147832	0.945667954	0.976645248	NA	NA	DapC_direct	LL-diaminopimelate aminotransferase	NA	2.6.1.83	This clade of the PF00155 superfamily of aminotransferases includes several which are adjacent to elements of the lysine biosynthesis via diaminopimelate pathway (GenProp0125).																								
TIGR03551	63.71640077	-0.80062728	0.236719774	-3.382173221	0.000719148	0.004690993	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	F420_cofH	"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit"	cofH	2.5.1.77	"This enzyme, together with CofG, complete the biosynthesis of 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, the chromophore of coenzyme F420. The chromophore is also used in cyanobacteria DNA photolyases."																								
TIGR01853	66.00775041	-0.488058049	0.468707838	-1.041284165	0.297743684	0.476288551	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	lipid_A_lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD	lpxD	2.3.1.191	"This HMM describes LpxD, an enzyme for the biosynthesis of lipid A, a component oflipopolysaccharide (LPS) in the outer membrane outer leaflet of most Gram-negative bacteria. Some differences are found between lipid A of different species. This protein represents the third step from UDP-N-acetyl-D-glucosamine. The group added at this step generally is 14:0(3-OH) (myristate) but may vary; in Aquifex it appears to be 16:0(3-OH) (palmitate)."																								
